response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.217
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:24.286
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:24.307
unreach, 196.29.175.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:20:24.308
echoreply, 197.254.213.3, 85.25.0.0, 0, 8130, 3762094080, 0, 0, 0,2013-09-26 01:20:24.346
echoreply, 41.67.21.28, 85.25.0.0, 0, 189, 4282515456, 0, 0, 0,2013-09-26 01:20:24.391
echoreply, 196.29.161.45, 85.25.0.0, 0, 65280, 16711680, 0, 0, 0,2013-09-26 01:20:24.398
echoreply, 41.202.166.52, 85.25.0.0, 0, 51104, 945750016, 0, 0, 0,2013-09-26 01:20:24.403
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:24.416
echoreply, 196.29.168.175, 85.25.0.0, 0, 33554, 2095906816, 0, 0, 0,2013-09-26 01:20:24.420
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.426
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.430
timxceed, 41.67.59.5, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.443
echoreply, 196.29.168.33, 85.25.0.0, 0, 8717, 3723624448, 0, 0, 0,2013-09-26 01:20:24.448
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:24.472
echoreply, 196.1.198.162, 85.25.0.0, 0, 46624, 1239351296, 0, 0, 0,2013-09-26 01:20:24.478
timxceed, 41.67.59.6, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.499
echoreply, 197.254.247.232, 85.25.0.0, 0, 52369, 862846976, 0, 0, 0,2013-09-26 01:20:24.503
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.515
echoreply, 197.254.212.124, 85.25.0.0, 0, 32929, 2136866816, 0, 0, 0,2013-09-26 01:20:24.538
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.545
echoreply, 196.29.175.13, 85.25.0.0, 0, 52965, 823787520, 0, 0, 0,2013-09-26 01:20:24.597
echoreply, 41.67.20.8, 85.25.0.0, 0, 24047, 2718957568, 0, 0, 0,2013-09-26 01:20:24.626
unreach, 196.29.167.62, 85.25.0.0, 781, 64754, 0, 1157627944, 0, 0,2013-09-26 01:20:24.629
echoreply, 41.202.168.62, 85.25.0.0, 0, 18251, 3098804224, 0, 0, 0,2013-09-26 01:20:24.630
echoreply, 196.29.161.42, 85.25.0.0, 0, 8774, 3719888896, 0, 0, 0,2013-09-26 01:20:24.638
echoreply, 196.29.168.69, 85.25.0.0, 0, 52579, 849084416, 0, 0, 0,2013-09-26 01:20:24.650
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.677
timxceed, 41.67.20.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.681
echoreply, 197.254.213.36, 85.25.0.0, 0, 1436, 4200792064, 0, 0, 0,2013-09-26 01:20:24.683
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.690
unreach, 196.29.175.14, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:20:24.760
unreach, 41.67.17.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:20:24.768
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.804
echoreply, 196.1.198.45, 85.25.0.0, 0, 18019, 3114008576, 0, 0, 0,2013-09-26 01:20:24.806
timxceed, 196.29.186.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.816
echoreply, 41.78.108.46, 85.25.0.0, 0, 51477, 921305088, 0, 0, 0,2013-09-26 01:20:24.851
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.854
echoreply, 196.29.186.35, 85.25.0.0, 0, 49475, 1052508160, 0, 0, 0,2013-09-26 01:20:24.858
echoreply, 196.29.168.157, 85.25.0.0, 0, 47489, 1182662656, 0, 0, 0,2013-09-26 01:20:24.880
echoreply, 196.29.177.94, 85.25.0.0, 0, 10505, 3606446080, 0, 0, 0,2013-09-26 01:20:24.883
echoreply, 196.29.187.85, 85.25.0.0, 0, 43706, 1430585344, 0, 0, 0,2013-09-26 01:20:24.899
echoreply, 41.202.175.4, 85.25.0.0, 0, 7793, 3784179712, 0, 0, 0,2013-09-26 01:20:24.922
echoreply, 41.67.52.46, 85.25.0.0, 0, 6118, 3893952512, 0, 0, 0,2013-09-26 01:20:24.944
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:24.969
unreach, 196.202.153.242, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:24.990
echoreply, 41.202.160.138, 85.25.0.0, 0, 21498, 2886008832, 0, 0, 0,2013-09-26 01:20:25.001
unreach, 196.29.175.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:20:25.023
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.029
unreach, 196.202.153.242, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:25.030
echoreply, 197.254.229.149, 85.25.0.0, 0, 11399, 3547856896, 0, 0, 0,2013-09-26 01:20:25.034
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.088
echoreply, 196.29.186.189, 85.25.0.0, 0, 63065, 161873920, 0, 0, 0,2013-09-26 01:20:25.100
echoreply, 196.29.167.11, 85.25.0.0, 0, 5376, 3942580224, 0, 0, 0,2013-09-26 01:20:25.101
unreach, 196.202.153.242, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:25.111
timxceed, 41.202.160.70, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.124
timxceed, 41.67.20.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.126
echoreply, 197.254.249.85, 85.25.0.0, 0, 12783, 3457155072, 0, 0, 0,2013-09-26 01:20:25.155
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.296
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.296
unreach, 196.202.153.242, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:25.297
echoreply, 41.202.166.223, 85.25.0.0, 0, 58684, 448987136, 0, 0, 0,2013-09-26 01:20:25.297
unreach, 41.67.17.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:20:25.298
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:25.298
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.317
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.370
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.372
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:25.376
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.378
echoreply, 196.29.168.14, 85.25.0.0, 0, 55, 4291297280, 0, 0, 0,2013-09-26 01:20:25.397
echoreply, 196.29.176.9, 85.25.0.0, 0, 31802, 2210725888, 0, 0, 0,2013-09-26 01:20:25.403
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:25.404
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:20:25.421
echoreply, 41.67.16.88, 85.25.0.0, 0, 13687, 3397910528, 0, 0, 0,2013-09-26 01:20:25.423
echoreply, 196.29.185.138, 85.25.0.0, 0, 24720, 2674851840, 0, 0, 0,2013-09-26 01:20:25.429
echoreply, 197.251.14.1, 85.25.0.0, 0, 42470, 1511587840, 0, 0, 0,2013-09-26 01:20:25.448
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:20:25.456
echoreply, 196.1.219.157, 85.25.0.0, 0, 5380, 3942318080, 0, 0, 0,2013-09-26 01:20:25.463
unreach, 196.29.175.14, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:20:25.528
