response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
rst, 196.29.161.200, 85.25.0.0, 23, 48815, 0, 1651722889, 0, 0,2013-09-26 08:00:01.731
rst, 196.29.163.53, 85.25.0.0, 23, 49867, 1, 3916704379, 0, 0,2013-09-26 08:00:01.766
rst, 196.29.185.137, 85.25.0.0, 23, 54866, 0, 433905559, 0, 0,2013-09-26 08:00:01.780
rst, 196.29.185.151, 85.25.0.0, 23, 50135, 0, 1229397773, 0, 0,2013-09-26 08:00:01.845
rst, 196.29.185.39, 85.25.0.0, 23, 54154, 0, 3559305292, 0, 0,2013-09-26 08:00:01.911
rst, 197.254.212.46, 85.25.0.0, 23, 54760, 0, 871905492, 0, 0,2013-09-26 08:00:01.916
rst, 196.29.185.141, 85.25.0.0, 23, 45553, 0, 3747761585, 0, 0,2013-09-26 08:00:01.927
synack, 196.1.198.22, 85.25.0.0, 23, 55904, 3469039105, 430997848, 0, 0,2013-09-26 08:00:01.937
synack, 196.29.160.239, 85.25.0.0, 23, 49324, 3064664412, 3434862422, 0, 0,2013-09-26 08:00:01.940
synack, 41.202.168.50, 85.25.0.0, 23, 52045, 4069925075, 2388688173, 0, 0,2013-09-26 08:00:02.105
rst, 197.254.255.119, 85.25.0.0, 23, 59973, 0, 1840856485, 0, 0,2013-09-26 08:00:02.164
rst, 197.254.212.225, 85.25.0.0, 23, 34737, 0, 316089825, 0, 0,2013-09-26 08:00:02.215
rst, 196.29.179.93, 85.25.0.0, 23, 59827, 0, 409572304, 0, 0,2013-09-26 08:00:02.260
synack, 196.29.179.162, 85.25.0.0, 23, 45318, 1510420950, 1354113264, 0, 0,2013-09-26 08:00:02.281
synack, 41.202.174.16, 85.25.0.0, 23, 46711, 2721659147, 1922087880, 0, 0,2013-09-26 08:00:02.313
rst, 197.254.213.157, 85.25.0.0, 23, 40021, 0, 1553325406, 0, 0,2013-09-26 08:00:02.344
synack, 196.29.161.58, 85.25.0.0, 23, 40245, 1690176523, 3916460456, 0, 0,2013-09-26 08:00:02.385
