response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
echoreply, 41.67.39.45, 85.25.0.0, 0, 46153, 1270218752, 0, 0, 0,2013-09-26 02:05:24.259
echoreply, 196.29.178.104, 85.25.0.0, 0, 53487, 789577728, 0, 0, 0,2013-09-26 02:05:24.288
echoreply, 197.254.212.172, 85.25.0.0, 0, 16749, 3197239296, 0, 0, 0,2013-09-26 02:05:24.299
unreach, 196.32.209.114, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 02:05:24.360
unreach, 196.29.175.14, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 02:05:24.402
unreach, 41.67.17.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 02:05:24.403
echoreply, 196.29.185.123, 85.25.0.0, 0, 665, 4251320320, 0, 0, 0,2013-09-26 02:05:24.420
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 02:05:24.442
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 02:05:24.454
echoreply, 197.254.212.245, 85.25.0.0, 0, 24825, 2667970560, 0, 0, 0,2013-09-26 02:05:24.490
echoreply, 41.67.3.130, 85.25.0.0, 0, 2500, 4131061760, 0, 0, 0,2013-09-26 02:05:24.491
echoreply, 196.29.164.54, 85.25.0.0, 0, 55849, 634781696, 0, 0, 0,2013-09-26 02:05:24.496
timxceed, 196.29.168.29, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 02:05:24.512
unreach, 196.29.175.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 02:05:24.522
echoreply, 197.254.212.12, 85.25.0.0, 0, 21354, 2895446016, 0, 0, 0,2013-09-26 02:05:24.524
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 02:05:24.530
echoreply, 197.254.212.50, 85.25.0.0, 0, 38149, 1794768896, 0, 0, 0,2013-09-26 02:05:24.541
echoreply, 196.29.186.3, 85.25.0.0, 0, 40310, 1653145600, 0, 0, 0,2013-09-26 02:05:24.542
echoreply, 196.29.161.161, 85.25.0.0, 0, 5169, 3956146176, 0, 0, 0,2013-09-26 02:05:24.544
echoreply, 196.29.185.190, 85.25.0.0, 0, 56877, 567410688, 0, 0, 0,2013-09-26 02:05:24.560
echoreply, 196.29.168.226, 85.25.0.0, 0, 2010, 4163174400, 0, 0, 0,2013-09-26 02:05:24.564
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 02:05:24.599
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 02:05:24.606
echoreply, 196.29.176.2, 85.25.0.0, 0, 2979, 4099670016, 0, 0, 0,2013-09-26 02:05:24.637
echoreply, 196.29.160.162, 85.25.0.0, 0, 58690, 448593920, 0, 0, 0,2013-09-26 02:05:24.647
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 02:05:24.651
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 02:05:24.657
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 02:05:24.659
echoreply, 197.254.213.131, 85.25.0.0, 0, 43192, 1464270848, 0, 0, 0,2013-09-26 02:05:24.659
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 02:05:24.662
