response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
rst, 196.29.185.139, 85.25.0.0, 23, 60382, 0, 2579453046, 0, 0,2013-09-26 09:45:01.951
rst, 196.29.161.144, 85.25.0.0, 23, 33180, 0, 2085126779, 0, 0,2013-09-26 09:45:02.036
rst, 196.29.186.161, 85.25.0.0, 23, 47742, 0, 869746259, 0, 0,2013-09-26 09:45:02.079
synack, 196.29.168.70, 85.25.0.0, 23, 43614, 3350393982, 1557643746, 0, 0,2013-09-26 09:45:02.129
synack, 41.202.166.171, 85.25.0.0, 23, 39416, 443376260, 1443033846, 0, 0,2013-09-26 09:45:02.395
rst, 196.29.186.165, 85.25.0.0, 23, 57864, 0, 2902703363, 0, 0,2013-09-26 09:45:02.550
synack, 41.202.168.60, 85.25.0.0, 23, 33606, 709972649, 2339021669, 0, 0,2013-09-26 09:45:02.644
rst, 196.29.168.206, 85.25.0.0, 23, 33750, 0, 3322562191, 0, 0,2013-09-26 09:45:02.691
rst, 41.202.161.87, 85.25.0.0, 23, 53928, 0, 2014017538, 0, 0,2013-09-26 09:45:02.692
rst, 196.29.168.143, 85.25.0.0, 23, 50946, 0, 1639487726, 0, 0,2013-09-26 09:45:02.741
synack, 196.29.169.31, 85.25.0.0, 23, 36149, 3350556091, 3062087889, 0, 0,2013-09-26 09:45:02.775
synack, 41.202.166.97, 85.25.0.0, 23, 46101, 1037436525, 3603377223, 0, 0,2013-09-26 09:45:03.095
rst, 196.29.179.201, 85.25.0.0, 23, 50100, 0, 2256690688, 0, 0,2013-09-26 09:45:03.141
rst, 196.29.163.62, 85.25.0.0, 23, 49125, 1, 449233822, 0, 0,2013-09-26 09:45:03.191
rst, 41.202.161.127, 85.25.0.0, 23, 45262, 0, 955319875, 0, 0,2013-09-26 09:45:03.199
rst, 41.78.109.10, 85.25.0.0, 23, 49650, 0, 1752723884, 0, 0,2013-09-26 09:45:03.242
synack, 41.202.168.18, 85.25.0.0, 23, 35011, 890310991, 133752673, 0, 0,2013-09-26 09:45:03.310
rst, 41.78.110.141, 85.25.0.0, 23, 42800, 0, 2824601417, 0, 0,2013-09-26 09:45:03.376
rst, 196.29.179.182, 85.25.0.0, 23, 60194, 0, 4182343890, 0, 0,2013-09-26 09:45:03.432
synack, 196.29.191.241, 85.25.0.0, 23, 55895, 282102085, 4140510551, 0, 0,2013-09-26 09:45:03.433
synack, 196.29.177.1, 85.25.0.0, 23, 59704, 3784605465, 3306909724, 0, 0,2013-09-26 09:45:03.437
rst, 196.29.176.67, 85.25.0.0, 23, 54524, 0, 1565971322, 0, 0,2013-09-26 09:45:03.448
synack, 41.202.166.11, 85.25.0.0, 23, 55639, 664581185, 49027986, 0, 0,2013-09-26 09:45:03.551
rst, 196.29.191.241, 85.25.0.0, 23, 55895, 282102086, 4140510551, 0, 1,2013-09-26 09:45:03.559
rst, 41.78.108.17, 85.25.0.0, 23, 48813, 0, 2509028934, 0, 0,2013-09-26 09:45:03.670
rst, 41.78.109.41, 85.25.0.0, 23, 41490, 0, 3171618549, 0, 0,2013-09-26 09:45:03.701
synack, 196.29.189.113, 85.25.0.0, 23, 37629, 3700784791, 253466360, 0, 0,2013-09-26 09:45:03.738
synack, 196.29.191.233, 85.25.0.0, 23, 54150, 2660047692, 3002882877, 0, 0,2013-09-26 09:45:03.788
rst, 196.29.186.27, 85.25.0.0, 23, 54697, 0, 1087654415, 0, 0,2013-09-26 09:45:03.791
rst, 196.29.189.113, 85.25.0.0, 23, 37629, 3700784792, 253466360, 0, 1,2013-09-26 09:45:03.858
synack, 41.202.168.80, 85.25.0.0, 23, 44738, 2968187186, 1428142065, 0, 0,2013-09-26 09:45:03.892
rst, 196.29.191.233, 85.25.0.0, 23, 54150, 2660047693, 3002882877, 0, 1,2013-09-26 09:45:03.907
rst, 196.29.178.23, 85.25.0.0, 23, 37495, 0, 2527314847, 0, 0,2013-09-26 09:45:04.069
synack, 41.202.166.139, 85.25.0.0, 23, 44958, 515679589, 1806928126, 0, 0,2013-09-26 09:45:04.115
synack, 41.202.166.228, 85.25.0.0, 23, 45852, 3421364420, 4055562319, 0, 0,2013-09-26 09:45:04.131
rst, 196.29.163.52, 85.25.0.0, 23, 46883, 1, 1102947645, 0, 0,2013-09-26 09:45:04.136
synack, 41.202.166.218, 85.25.0.0, 23, 45471, 561298256, 3839914237, 0, 0,2013-09-26 09:45:04.157
synack, 41.202.168.91, 85.25.0.0, 23, 60735, 1024965191, 215598176, 0, 0,2013-09-26 09:45:04.301
rst, 41.78.110.169, 85.25.0.0, 23, 48198, 0, 3523892246, 0, 0,2013-09-26 09:45:04.302
rst, 196.29.161.200, 85.25.0.0, 23, 45476, 0, 3840221714, 0, 0,2013-09-26 09:45:04.310
synack, 196.29.168.106, 85.25.0.0, 23, 57329, 2307250200, 1235379222, 0, 0,2013-09-26 09:45:04.317
rst, 196.29.168.53, 85.25.0.0, 23, 49238, 0, 3827310399, 0, 0,2013-09-26 09:45:04.599
synack, 41.202.168.74, 85.25.0.0, 23, 39670, 3292373572, 500491519, 0, 0,2013-09-26 09:45:04.656
rst, 196.29.176.166, 85.25.0.0, 23, 36057, 0, 1755469874, 0, 0,2013-09-26 09:45:04.671
rst, 196.29.185.31, 85.25.0.0, 23, 51937, 0, 3366285255, 0, 0,2013-09-26 09:45:04.688
synack, 196.29.191.192, 85.25.0.0, 23, 55865, 3595476794, 1232376542, 0, 0,2013-09-26 09:45:04.737
rst, 196.29.163.45, 85.25.0.0, 23, 55000, 1, 3712406954, 0, 0,2013-09-26 09:45:04.764
