response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
synack, 41.67.38.1, 85.25.0.0, 80, 51158, 1757439242, 708089253, 0, 0,2013-09-26 06:18:37.342
synack, 196.29.160.165, 85.25.0.0, 80, 51922, 17505422, 1008941623, 0, 0,2013-09-26 06:18:37.478
rst, 41.202.161.141, 85.25.0.0, 80, 34342, 0, 1009761176, 0, 0,2013-09-26 06:18:37.517
rst, 196.29.168.35, 85.25.0.0, 80, 55062, 0, 1425713532, 0, 0,2013-09-26 06:18:37.547
rst, 41.202.167.24, 85.25.0.0, 80, 51503, 0, 2614468769, 0, 0,2013-09-26 06:18:37.559
synack, 196.29.166.195, 85.25.0.0, 80, 38714, 3447282283, 3596970461, 0, 0,2013-09-26 06:18:37.583
rst, 196.29.163.245, 85.25.0.0, 80, 48703, 1, 2983838940, 0, 0,2013-09-26 06:18:37.644
rst, 196.29.176.243, 85.25.0.0, 80, 59266, 0, 3434912320, 0, 0,2013-09-26 06:18:37.689
synack, 41.202.166.72, 85.25.0.0, 80, 58369, 3841146416, 3057490947, 0, 0,2013-09-26 06:18:37.832
rst, 197.254.212.162, 85.25.0.0, 80, 47810, 0, 2085881552, 0, 0,2013-09-26 06:18:37.936
synack, 196.29.164.140, 85.25.0.0, 80, 56020, 1193102253, 230309826, 0, 0,2013-09-26 06:18:37.955
rst, 197.254.213.109, 85.25.0.0, 80, 54521, 0, 395404740, 0, 0,2013-09-26 06:18:37.969
rst, 196.29.183.13, 85.25.0.0, 80, 51285, 0, 3983527631, 0, 0,2013-09-26 06:18:37.975
rst, 197.254.212.36, 85.25.0.0, 80, 50664, 0, 2378367869, 0, 0,2013-09-26 06:18:37.988
rst, 196.29.167.131, 85.25.0.0, 80, 39267, 0, 1799806594, 0, 0,2013-09-26 06:18:38.001
rst, 196.1.198.17, 85.25.0.0, 80, 43555, 0, 2465911640, 0, 0,2013-09-26 06:18:38.046
rst, 196.29.162.129, 85.25.0.0, 80, 55205, 0, 3491351194, 0, 0,2013-09-26 06:18:38.067
rst, 197.254.213.204, 85.25.0.0, 80, 44744, 0, 2538082250, 0, 0,2013-09-26 06:18:38.150
rst, 196.202.139.33, 85.25.0.0, 80, 41435, 0, 183275082, 0, 0,2013-09-26 06:18:38.170
rst, 197.254.212.233, 85.25.0.0, 80, 57644, 0, 1607889631, 0, 0,2013-09-26 06:18:38.174
synack, 196.29.169.132, 85.25.0.0, 80, 47913, 72654584, 2768843934, 0, 0,2013-09-26 06:18:38.188
rst, 197.254.213.10, 85.25.0.0, 80, 47390, 0, 1421162577, 0, 0,2013-09-26 06:18:38.240
rst, 41.202.167.0, 85.25.0.0, 80, 43204, 0, 3799110476, 0, 0,2013-09-26 06:18:38.246
rst, 41.202.160.201, 85.25.0.0, 80, 56408, 0, 1117261486, 0, 0,2013-09-26 06:18:38.249
synack, 41.202.166.206, 85.25.0.0, 80, 41711, 2721642208, 605514711, 0, 0,2013-09-26 06:18:38.250
synack, 41.202.168.14, 85.25.0.0, 80, 46580, 3048107161, 865051479, 0, 0,2013-09-26 06:18:38.260
synack, 41.202.166.202, 85.25.0.0, 80, 40290, 3897482172, 1497349255, 0, 0,2013-09-26 06:18:38.275
rst, 41.78.110.81, 85.25.0.0, 80, 40258, 0, 671680049, 0, 0,2013-09-26 06:18:38.324
rst, 196.29.186.159, 85.25.0.0, 80, 39797, 0, 1911234769, 0, 0,2013-09-26 06:18:38.331
rst, 196.1.198.182, 85.25.0.0, 80, 36833, 0, 1695270816, 0, 0,2013-09-26 06:18:38.444
rst, 196.29.161.47, 85.25.0.0, 80, 50626, 0, 375214417, 0, 0,2013-09-26 06:18:38.471
rst, 196.29.186.37, 85.25.0.0, 80, 52621, 0, 4036808231, 0, 0,2013-09-26 06:18:38.484
rst, 197.254.213.254, 85.25.0.0, 80, 56884, 0, 4277276747, 0, 0,2013-09-26 06:18:38.509
synack, 197.254.250.230, 85.25.0.0, 80, 36079, 4021387875, 541643789, 0, 0,2013-09-26 06:18:38.531
rst, 197.254.212.50, 85.25.0.0, 80, 38386, 0, 2854750675, 0, 0,2013-09-26 06:18:38.569
rst, 196.29.178.104, 85.25.0.0, 80, 35099, 0, 2253383519, 0, 0,2013-09-26 06:18:38.637
rst, 196.29.185.139, 85.25.0.0, 80, 33725, 0, 3412911730, 0, 0,2013-09-26 06:18:38.703
synack, 196.29.187.28, 85.25.0.0, 80, 52404, 2480664951, 2598586075, 0, 0,2013-09-26 06:18:38.733
rst, 196.29.169.143, 85.25.0.0, 80, 48775, 0, 844410720, 0, 0,2013-09-26 06:18:38.752
rst, 41.67.21.17, 85.25.0.0, 80, 60718, 0, 2371108780, 0, 0,2013-09-26 06:18:38.752
rst, 196.29.167.154, 85.25.0.0, 80, 47742, 0, 3254352019, 0, 0,2013-09-26 06:18:38.819
rst, 197.254.213.155, 85.25.0.0, 80, 38747, 0, 4268971425, 0, 0,2013-09-26 06:18:38.857
rst, 197.254.212.155, 85.25.0.0, 80, 36115, 0, 2533685251, 0, 0,2013-09-26 06:18:38.927
rst, 196.1.198.171, 85.25.0.0, 80, 54035, 0, 3020943849, 0, 0,2013-09-26 06:18:39.198
synack, 41.202.162.51, 85.25.0.0, 80, 44483, 2990188312, 1446202984, 0, 0,2013-09-26 06:18:39.216
rst, 196.29.177.32, 85.25.0.0, 80, 42931, 0, 3023879586, 0, 0,2013-09-26 06:18:39.222
rst, 196.29.176.123, 85.25.0.0, 80, 49945, 0, 184106539, 0, 0,2013-09-26 06:18:39.227
synack, 41.202.166.222, 85.25.0.0, 80, 53112, 310708979, 1405148514, 0, 0,2013-09-26 06:18:39.240
rst, 196.29.163.97, 85.25.0.0, 80, 52742, 1, 1304116305, 0, 0,2013-09-26 06:18:39.281
synack, 41.67.53.123, 85.25.0.0, 80, 58815, 3554293068, 2681996688, 0, 0,2013-09-26 06:18:39.312
rst, 197.254.252.119, 85.25.0.0, 80, 36024, 0, 1338829603, 0, 0,2013-09-26 06:18:39.334
rst, 197.254.213.238, 85.25.0.0, 80, 58775, 0, 1036390006, 0, 0,2013-09-26 06:18:39.391
synack, 197.254.249.22, 85.25.0.0, 80, 49363, 3385288334, 2278296704, 0, 0,2013-09-26 06:18:39.403
synack, 41.202.168.60, 85.25.0.0, 80, 48514, 4114136464, 3633488433, 0, 0,2013-09-26 06:18:39.420
rst, 196.1.198.65, 85.25.0.0, 80, 36120, 0, 2703168760, 0, 0,2013-09-26 06:18:39.504
rst, 196.29.178.32, 85.25.0.0, 80, 43136, 0, 530750590, 0, 0,2013-09-26 06:18:39.563
rst, 197.254.213.116, 85.25.0.0, 80, 50619, 0, 230632206, 0, 0,2013-09-26 06:18:39.569
rst, 196.202.139.55, 85.25.0.0, 80, 57547, 0, 4073252658, 0, 0,2013-09-26 06:18:39.632
synack, 196.29.187.17, 85.25.0.0, 80, 43145, 2313158661, 1633926571, 0, 0,2013-09-26 06:18:39.637
rst, 196.29.163.31, 85.25.0.0, 80, 38756, 1, 74035901, 0, 0,2013-09-26 06:18:39.658
rst, 196.29.162.4, 85.25.0.0, 80, 42752, 0, 832123371, 0, 0,2013-09-26 06:18:39.664
rst, 196.29.175.71, 85.25.0.0, 80, 42163, 0, 4224708728, 0, 0,2013-09-26 06:18:39.733
rst, 197.254.213.202, 85.25.0.0, 80, 37693, 0, 3240116179, 0, 0,2013-09-26 06:18:39.734
rst, 197.254.212.248, 85.25.0.0, 80, 59620, 0, 830577509, 0, 0,2013-09-26 06:18:39.861
rst, 196.29.171.17, 85.25.0.0, 80, 44795, 0, 3547069873, 0, 0,2013-09-26 06:18:39.861
rst, 196.202.139.225, 85.25.0.0, 80, 39934, 0, 452273880, 0, 0,2013-09-26 06:18:39.867
synack, 41.202.166.24, 85.25.0.0, 80, 33328, 452981790, 1964033848, 0, 0,2013-09-26 06:18:39.881
synack, 41.67.20.24, 85.25.0.0, 80, 52432, 3739292953, 2750794028, 0, 0,2013-09-26 06:18:39.891
synack, 41.202.166.4, 85.25.0.0, 80, 52595, 4291275936, 1260286521, 0, 0,2013-09-26 06:18:39.923
