response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
rst, 196.29.163.84, 85.25.0.0, 53, 43461, 1, 4028940518, 0, 0,2013-09-26 01:31:49.231
synack, 196.29.167.6, 85.25.0.0, 53, 40989, 871980830, 3293699929, 0, 0,2013-09-26 01:31:49.275
rst, 197.251.68.23, 85.25.0.0, 53, 43493, 0, 3396919652, 0, 0,2013-09-26 01:31:49.314
rst, 196.29.175.14, 85.25.0.0, 53, 56771, 0, 3751095199, 0, 0,2013-09-26 01:31:49.377
rst, 196.29.163.1, 85.25.0.0, 53, 38356, 1, 563616562, 0, 0,2013-09-26 01:31:49.432
rst, 197.254.212.138, 85.25.0.0, 53, 43814, 0, 3314276637, 0, 0,2013-09-26 01:31:49.487
rst, 41.202.166.5, 85.25.0.0, 53, 39756, 0, 265908058, 0, 0,2013-09-26 01:31:49.489
rst, 196.1.198.137, 85.25.0.0, 53, 44732, 0, 2383893137, 0, 0,2013-09-26 01:31:49.515
rst, 41.202.160.205, 85.25.0.0, 53, 45630, 0, 764763402, 0, 0,2013-09-26 01:31:49.549
rst, 41.67.0.36, 85.25.0.0, 53, 40231, 0, 1908723151, 0, 0,2013-09-26 01:31:49.607
rst, 196.1.198.50, 85.25.0.0, 53, 41940, 0, 1542155181, 0, 0,2013-09-26 01:31:49.617
rst, 196.1.198.239, 85.25.0.0, 53, 57843, 0, 1352772335, 0, 0,2013-09-26 01:31:49.631
rst, 197.254.212.100, 85.25.0.0, 53, 47197, 0, 3790673745, 0, 0,2013-09-26 01:31:49.649
rst, 196.29.163.121, 85.25.0.0, 53, 38178, 1, 2015775222, 0, 0,2013-09-26 01:31:49.800
rst, 196.29.185.175, 85.25.0.0, 53, 36204, 0, 3676125652, 0, 0,2013-09-26 01:31:49.823
rst, 196.29.168.139, 85.25.0.0, 53, 59653, 0, 2043372081, 0, 0,2013-09-26 01:31:49.823
rst, 196.29.168.159, 85.25.0.0, 53, 42024, 0, 2002611195, 0, 0,2013-09-26 01:31:49.937
rst, 196.1.198.59, 85.25.0.0, 53, 53864, 0, 3719769857, 0, 0,2013-09-26 01:31:50.010
rst, 196.29.163.235, 85.25.0.0, 53, 36896, 1, 364095518, 0, 0,2013-09-26 01:31:50.079
rst, 196.29.169.60, 85.25.0.0, 53, 34809, 409415438, 1055239238, 0, 0,2013-09-26 01:31:50.145
rst, 197.254.212.21, 85.25.0.0, 53, 53780, 0, 2552003853, 0, 0,2013-09-26 01:31:50.195
rst, 197.254.229.69, 85.25.0.0, 53, 58943, 0, 1604433856, 0, 0,2013-09-26 01:31:50.242
rst, 197.254.212.77, 85.25.0.0, 53, 57820, 0, 1049124300, 0, 0,2013-09-26 01:31:50.248
rst, 197.254.253.149, 85.25.0.0, 53, 44092, 0, 2528496237, 0, 0,2013-09-26 01:31:50.299
rst, 196.1.198.195, 85.25.0.0, 53, 35258, 0, 467462415, 0, 0,2013-09-26 01:31:50.321
rst, 196.29.172.33, 85.25.0.0, 53, 48274, 0, 1073316468, 0, 0,2013-09-26 01:31:50.402
rst, 197.254.212.168, 85.25.0.0, 53, 45096, 0, 1245944190, 0, 0,2013-09-26 01:31:50.404
rst, 197.254.212.200, 85.25.0.0, 53, 36763, 0, 2635348597, 0, 0,2013-09-26 01:31:50.405
rst, 197.254.254.193, 85.25.0.0, 53, 38477, 0, 3253597380, 0, 0,2013-09-26 01:31:50.418
rst, 41.202.168.60, 85.25.0.0, 53, 44625, 0, 1784473774, 0, 0,2013-09-26 01:31:50.446
rst, 41.202.166.118, 85.25.0.0, 53, 48684, 0, 2874660542, 0, 0,2013-09-26 01:31:50.450
rst, 197.254.212.70, 85.25.0.0, 53, 40191, 0, 2829583076, 0, 0,2013-09-26 01:31:50.466
rst, 197.254.212.176, 85.25.0.0, 53, 36129, 0, 2768264898, 0, 0,2013-09-26 01:31:50.567
rst, 197.251.68.72, 85.25.0.0, 53, 56112, 0, 904274945, 0, 0,2013-09-26 01:31:50.571
rst, 197.254.213.201, 85.25.0.0, 53, 57949, 0, 2372295135, 0, 0,2013-09-26 01:31:50.625
rst, 196.29.163.112, 85.25.0.0, 53, 33798, 1, 2235457780, 0, 0,2013-09-26 01:31:50.629
rst, 41.202.166.13, 85.25.0.0, 53, 45083, 0, 1563262257, 0, 0,2013-09-26 01:31:50.667
rst, 41.67.16.114, 85.25.0.0, 53, 50183, 0, 2416683309, 0, 0,2013-09-26 01:31:50.693
rst, 41.67.34.1, 85.25.0.0, 53, 40019, 0, 3235184045, 0, 0,2013-09-26 01:31:50.712
rst, 41.202.168.75, 85.25.0.0, 53, 59890, 0, 3977655811, 0, 0,2013-09-26 01:31:50.813
rst, 196.29.161.200, 85.25.0.0, 53, 59387, 0, 3965137067, 0, 0,2013-09-26 01:31:50.857
rst, 196.29.185.14, 85.25.0.0, 53, 60228, 0, 2897854928, 0, 0,2013-09-26 01:31:50.889
rst, 196.1.198.55, 85.25.0.0, 53, 60786, 0, 3783415960, 0, 0,2013-09-26 01:31:50.890
rst, 196.1.198.86, 85.25.0.0, 53, 52267, 0, 1124981997, 0, 0,2013-09-26 01:31:50.913
rst, 196.29.176.131, 85.25.0.0, 53, 44270, 0, 928618778, 0, 0,2013-09-26 01:31:51.110
rst, 196.29.175.201, 85.25.0.0, 53, 55105, 0, 1274163609, 0, 0,2013-09-26 01:31:51.111
rst, 197.254.212.217, 85.25.0.0, 53, 48600, 0, 3846065839, 0, 0,2013-09-26 01:31:51.119
rst, 196.1.198.194, 85.25.0.0, 53, 46169, 0, 530403862, 0, 0,2013-09-26 01:31:51.192
rst, 197.254.213.210, 85.25.0.0, 53, 34101, 0, 2662194144, 0, 0,2013-09-26 01:31:51.194
rst, 197.254.249.191, 85.25.0.0, 53, 32780, 0, 1643635475, 0, 0,2013-09-26 01:31:51.214
rst, 197.254.254.89, 85.25.0.0, 53, 54216, 0, 1397992025, 0, 0,2013-09-26 01:31:51.231
synack, 196.29.187.82, 85.25.0.0, 53, 59346, 3098931413, 2916819891, 0, 0,2013-09-26 01:31:51.250
rst, 196.1.219.155, 85.25.0.0, 53, 46558, 0, 2621916431, 0, 0,2013-09-26 01:31:51.336
rst, 196.29.168.29, 85.25.0.0, 53, 50035, 0, 3016576784, 0, 0,2013-09-26 01:31:51.350
rst, 197.251.68.71, 85.25.0.0, 53, 52150, 0, 3814298549, 0, 0,2013-09-26 01:31:51.350
rst, 197.254.213.100, 85.25.0.0, 53, 48646, 0, 2717902960, 0, 0,2013-09-26 01:31:51.363
rst, 196.29.176.102, 85.25.0.0, 53, 35312, 0, 429966189, 0, 0,2013-09-26 01:31:51.381
rst, 196.29.176.106, 85.25.0.0, 53, 43619, 0, 1009350870, 0, 0,2013-09-26 01:31:51.417
rst, 197.254.229.173, 85.25.0.0, 53, 47659, 0, 2402649976, 0, 0,2013-09-26 01:31:51.446
rst, 197.254.247.162, 85.25.0.0, 53, 56107, 0, 1129445569, 0, 0,2013-09-26 01:31:51.479
rst, 197.254.212.13, 85.25.0.0, 53, 49288, 0, 2703439771, 0, 0,2013-09-26 01:31:51.511
rst, 196.29.185.27, 85.25.0.0, 53, 49123, 0, 2921961300, 0, 0,2013-09-26 01:31:51.547
rst, 197.254.212.44, 85.25.0.0, 53, 58941, 0, 2535360527, 0, 0,2013-09-26 01:31:51.617
synack, 41.202.163.74, 85.25.0.0, 53, 47390, 4036325843, 3566929692, 0, 0,2013-09-26 01:31:51.622
rst, 196.29.175.194, 85.25.0.0, 53, 51687, 0, 1761742324, 0, 0,2013-09-26 01:31:51.629
rst, 196.29.166.169, 85.25.0.0, 53, 54830, 0, 3341889358, 0, 0,2013-09-26 01:31:51.640
rst, 41.202.160.135, 85.25.0.0, 53, 47246, 0, 4287160424, 0, 0,2013-09-26 01:31:51.664
rst, 41.67.11.1, 85.25.0.0, 53, 49788, 0, 4237873440, 0, 0,2013-09-26 01:31:51.675
rst, 196.29.167.107, 85.25.0.0, 53, 35499, 0, 1632947439, 0, 0,2013-09-26 01:31:51.746
rst, 41.202.160.161, 85.25.0.0, 53, 37121, 0, 2105982500, 0, 0,2013-09-26 01:31:51.747
rst, 197.254.213.98, 85.25.0.0, 53, 38192, 0, 277331655, 0, 0,2013-09-26 01:31:51.768
rst, 197.251.20.255, 85.25.0.0, 53, 36400, 0, 54190611, 0, 0,2013-09-26 01:31:51.778
rst, 196.29.163.224, 85.25.0.0, 53, 55471, 1, 4175198875, 0, 0,2013-09-26 01:31:51.788
rst, 196.1.198.51, 85.25.0.0, 53, 49892, 0, 1618106840, 0, 0,2013-09-26 01:31:51.789
rst, 197.254.213.132, 85.25.0.0, 53, 44325, 0, 4182743305, 0, 0,2013-09-26 01:31:51.795
rst, 197.254.213.5, 85.25.0.0, 53, 43655, 0, 4215657204, 0, 0,2013-09-26 01:31:51.846
rst, 196.1.198.37, 85.25.0.0, 53, 39103, 0, 3272903453, 0, 0,2013-09-26 01:31:51.897
rst, 41.67.3.1, 85.25.0.0, 53, 52486, 0, 441076374, 0, 0,2013-09-26 01:31:51.908
rst, 196.202.139.233, 85.25.0.0, 53, 60651, 0, 504907328, 0, 0,2013-09-26 01:31:51.958
rst, 41.78.110.170, 85.25.0.0, 53, 42335, 0, 2680945014, 0, 0,2013-09-26 01:31:51.975
rst, 196.29.176.237, 85.25.0.0, 53, 43958, 0, 1269291990, 0, 0,2013-09-26 01:31:52.011
rst, 41.78.111.1, 85.25.0.0, 53, 43745, 0, 1645137981, 0, 0,2013-09-26 01:31:52.029
