response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
echoreply, 196.29.186.19, 85.25.0.0, 0, 51733, 904527872, 0, 0, 0,2013-09-26 01:05:24.173
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:24.207
unreach, 196.29.175.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:24.207
echoreply, 197.254.212.5, 85.25.0.0, 0, 11926, 3513319424, 0, 0, 0,2013-09-26 01:05:24.271
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.339
echoreply, 197.254.213.116, 85.25.0.0, 0, 49638, 1041825792, 0, 0, 0,2013-09-26 01:05:24.378
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.400
echoreply, 196.29.176.122, 85.25.0.0, 0, 5542, 3931701248, 0, 0, 0,2013-09-26 01:05:24.400
timxceed, 196.29.168.29, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.456
unreach, 41.67.17.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:24.515
timxceed, 41.67.20.82, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.546
echoreply, 196.1.198.194, 85.25.0.0, 0, 61961, 234225664, 0, 0, 0,2013-09-26 01:05:24.555
unreach, 196.32.209.114, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:24.567
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.580
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.600
timxceed, 41.67.20.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.609
echoreply, 196.29.179.225, 85.25.0.0, 0, 44842, 1356136448, 0, 0, 0,2013-09-26 01:05:24.622
echoreply, 196.29.187.86, 85.25.0.0, 0, 22693, 2807693312, 0, 0, 0,2013-09-26 01:05:24.640
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.658
echoreply, 197.254.213.244, 85.25.0.0, 0, 20391, 2958557184, 0, 0, 0,2013-09-26 01:05:24.661
echoreply, 197.254.213.183, 85.25.0.0, 0, 23873, 2730360832, 0, 0, 0,2013-09-26 01:05:24.675
echoreply, 41.67.21.100, 85.25.0.0, 0, 59321, 407240704, 0, 0, 0,2013-09-26 01:05:24.679
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.683
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:24.684
timxceed, 197.251.125.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.692
timxceed, 41.67.59.5, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.710
timxceed, 41.67.59.6, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.714
echoreply, 196.29.186.33, 85.25.0.0, 0, 35480, 1969684480, 0, 0, 0,2013-09-26 01:05:24.716
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.742
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.744
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.751
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.753
timxceed, 197.251.125.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.764
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.772
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.785
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:24.819
unreach, 196.29.175.14, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:24.836
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:24.842
echoreply, 41.202.172.101, 85.25.0.0, 0, 9448, 3675717632, 0, 0, 0,2013-09-26 01:05:24.888
timxceed, 196.29.168.94, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.905
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.918
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:24.932
echoreply, 41.78.108.34, 85.25.0.0, 0, 43850, 1421148160, 0, 0, 0,2013-09-26 01:05:24.969
echoreply, 41.67.53.157, 85.25.0.0, 0, 12884, 3450535936, 0, 0, 0,2013-09-26 01:05:25.030
unreach, 41.67.17.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:25.033
timxceed, 196.29.168.29, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.033
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.045
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:25.057
unreach, 196.32.209.114, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:25.067
echoreply, 196.29.169.137, 85.25.0.0, 0, 48558, 1112604672, 0, 0, 0,2013-09-26 01:05:25.078
timxceed, 196.29.168.29, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.094
echoreply, 41.67.20.186, 85.25.0.0, 0, 25633, 2615017472, 0, 0, 0,2013-09-26 01:05:25.147
echoreply, 196.29.178.29, 85.25.0.0, 0, 15121, 3303931904, 0, 0, 0,2013-09-26 01:05:25.167
echoreply, 197.254.212.7, 85.25.0.0, 0, 25619, 2615934976, 0, 0, 0,2013-09-26 01:05:25.177
echoreply, 196.29.166.22, 85.25.0.0, 0, 38020, 1803223040, 0, 0, 0,2013-09-26 01:05:25.197
unreach, 196.29.185.162, 85.25.0.0, 781, 64754, 0, 1157627944, 0, 0,2013-09-26 01:05:25.229
echoreply, 196.29.168.114, 85.25.0.0, 0, 24209, 2708340736, 0, 0, 0,2013-09-26 01:05:25.306
echoreply, 41.202.160.21, 85.25.0.0, 0, 55212, 676528128, 0, 0, 0,2013-09-26 01:05:25.308
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:25.319
echoreply, 41.202.161.105, 85.25.0.0, 0, 53154, 811401216, 0, 0, 0,2013-09-26 01:05:25.330
echoreply, 196.1.198.233, 85.25.0.0, 0, 52863, 830472192, 0, 0, 0,2013-09-26 01:05:25.333
echoreply, 41.202.167.142, 85.25.0.0, 0, 10254, 3622895616, 0, 0, 0,2013-09-26 01:05:25.338
timxceed, 41.67.59.6, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.338
timxceed, 196.29.168.29, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.345
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:25.347
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:25.354
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.357
timxceed, 196.29.168.29, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.363
echoreply, 197.254.212.60, 85.25.0.0, 0, 8420, 3743088640, 0, 0, 0,2013-09-26 01:05:25.367
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.373
echoreply, 196.29.168.33, 85.25.0.0, 0, 30992, 2263810048, 0, 0, 0,2013-09-26 01:05:25.384
echoreply, 197.254.213.164, 85.25.0.0, 0, 365, 4270981120, 0, 0, 0,2013-09-26 01:05:25.395
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.399
echoreply, 41.67.52.42, 85.25.0.0, 0, 61436, 268632064, 0, 0, 0,2013-09-26 01:05:25.403
timxceed, 196.29.167.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.420
unreach, 196.29.175.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:25.429
echoreply, 196.29.177.3, 85.25.0.0, 0, 26953, 2528509952, 0, 0, 0,2013-09-26 01:05:25.433
echoreply, 41.78.108.26, 85.25.0.0, 0, 26305, 2570977280, 0, 0, 0,2013-09-26 01:05:25.457
timxceed, 196.29.185.225, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.458
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.479
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 01:05:25.484
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.500
echoreply, 41.67.20.162, 85.25.0.0, 0, 10721, 3592290304, 0, 0, 0,2013-09-26 01:05:25.511
echoreply, 41.67.53.11, 85.25.0.0, 0, 47719, 1167589376, 0, 0, 0,2013-09-26 01:05:25.512
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.527
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.537
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.538
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.556
echoreply, 196.29.167.122, 85.25.0.0, 0, 43260, 1459814400, 0, 0, 0,2013-09-26 01:05:25.611
echoreply, 196.29.170.169, 85.25.0.0, 0, 4559, 3996123136, 0, 0, 0,2013-09-26 01:05:25.612
echoreply, 41.78.108.41, 85.25.0.0, 0, 1673, 4185260032, 0, 0, 0,2013-09-26 01:05:25.614
timxceed, 196.29.164.41, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.660
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.700
timxceed, 196.1.240.225, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.719
echoreply, 41.67.53.12, 85.25.0.0, 0, 32763, 2147745792, 0, 0, 0,2013-09-26 01:05:25.741
timxceed, 41.67.20.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.750
timxceed, 197.251.125.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.757
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.763
timxceed, 41.67.59.5, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.766
echoreply, 197.254.213.180, 85.25.0.0, 0, 46893, 1221722112, 0, 0, 0,2013-09-26 01:05:25.785
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.801
echoreply, 196.29.166.17, 85.25.0.0, 0, 54436, 727384064, 0, 0, 0,2013-09-26 01:05:25.816
timxceed, 196.29.168.98, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.823
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.852
echoreply, 41.67.0.9, 85.25.0.0, 0, 57050, 556072960, 0, 0, 0,2013-09-26 01:05:25.854
timxceed, 41.67.20.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:25.911
echoreply, 197.254.212.202, 85.25.0.0, 0, 8496, 3738107904, 0, 0, 0,2013-09-26 01:05:25.931
echoreply, 197.254.212.1, 85.25.0.0, 0, 1768, 4179034112, 0, 0, 0,2013-09-26 01:05:25.960
echoreply, 197.254.213.142, 85.25.0.0, 0, 65063, 30932992, 0, 0, 0,2013-09-26 01:05:26.012
echoreply, 197.254.213.251, 85.25.0.0, 0, 42679, 1497890816, 0, 0, 0,2013-09-26 01:05:26.018
echoreply, 196.29.187.206, 85.25.0.0, 0, 20363, 2960392192, 0, 0, 0,2013-09-26 01:05:26.041
unreach, 196.32.209.114, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:26.080
timxceed, 41.67.20.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.083
echoreply, 196.29.167.87, 85.25.0.0, 0, 48571, 1111752704, 0, 0, 0,2013-09-26 01:05:26.086
echoreply, 197.254.213.203, 85.25.0.0, 0, 25540, 2621112320, 0, 0, 0,2013-09-26 01:05:26.129
echoreply, 197.254.212.74, 85.25.0.0, 0, 42022, 1540947968, 0, 0, 0,2013-09-26 01:05:26.142
echoreply, 197.254.213.4, 85.25.0.0, 0, 15503, 3278897152, 0, 0, 0,2013-09-26 01:05:26.175
echoreply, 197.254.212.18, 85.25.0.0, 0, 59630, 386990080, 0, 0, 0,2013-09-26 01:05:26.177
timxceed, 196.29.168.29, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.205
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.211
timxceed, 41.67.20.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.215
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.235
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.235
unreach, 196.29.175.14, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 01:05:26.239
echoreply, 196.29.176.249, 85.25.0.0, 0, 55475, 659292160, 0, 0, 0,2013-09-26 01:05:26.250
echoreply, 41.202.161.155, 85.25.0.0, 0, 49599, 1044381696, 0, 0, 0,2013-09-26 01:05:26.251
echoreply, 41.202.168.86, 85.25.0.0, 0, 19339, 3027501056, 0, 0, 0,2013-09-26 01:05:26.253
echoreply, 41.78.110.73, 85.25.0.0, 0, 49867, 1026818048, 0, 0, 0,2013-09-26 01:05:26.274
echoreply, 197.254.212.209, 85.25.0.0, 0, 23972, 2723872768, 0, 0, 0,2013-09-26 01:05:26.287
timxceed, 196.29.185.225, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.303
echoreply, 41.67.35.3, 85.25.0.0, 0, 46439, 1251475456, 0, 0, 0,2013-09-26 01:05:26.305
timxceed, 41.67.59.6, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.315
echoreply, 41.67.38.1, 85.25.0.0, 0, 56811, 571736064, 0, 0, 0,2013-09-26 01:05:26.327
timxceed, 197.251.125.66, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.413
timxceed, 196.29.168.29, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.414
echoreply, 41.202.160.138, 85.25.0.0, 0, 22220, 2838691840, 0, 0, 0,2013-09-26 01:05:26.421
timxceed, 41.67.59.6, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.423
echoreply, 196.29.166.227, 85.25.0.0, 0, 57807, 506462208, 0, 0, 0,2013-09-26 01:05:26.425
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.425
echoreply, 196.29.177.35, 85.25.0.0, 0, 60930, 301793280, 0, 0, 0,2013-09-26 01:05:26.432
timxceed, 41.67.59.5, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 01:05:26.453
