response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
echoreply, 41.209.69.227, 85.25.0.0, 0, 39654, 1696137216, 0, 0, 0,2013-09-26 16:05:24.881
echoreply, 196.1.196.63, 85.25.0.0, 0, 36291, 1916534784, 0, 0, 0,2013-09-26 16:05:24.882
echoreply, 196.29.186.175, 85.25.0.0, 0, 12512, 3474915328, 0, 0, 0,2013-09-26 16:05:24.891
echoreply, 41.209.70.73, 85.25.0.0, 0, 19270, 3032023040, 0, 0, 0,2013-09-26 16:05:24.922
timxceed, 41.67.59.5, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 16:05:24.923
echoreply, 41.209.114.56, 85.25.0.0, 0, 19595, 3010723840, 0, 0, 0,2013-09-26 16:05:24.947
echoreply, 212.0.138.127, 85.25.0.0, 0, 60348, 339935232, 0, 0, 0,2013-09-26 16:05:24.959
echoreply, 212.0.140.155, 85.25.0.0, 0, 46989, 1215430656, 0, 0, 0,2013-09-26 16:05:24.967
echoreply, 41.209.80.21, 85.25.0.0, 0, 13862, 3386441728, 0, 0, 0,2013-09-26 16:05:24.977
echoreply, 41.209.74.37, 85.25.0.0, 0, 29717, 2347368448, 0, 0, 0,2013-09-26 16:05:24.977
unreach, 196.29.175.14, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 16:05:24.980
echoreply, 196.29.187.227, 85.25.0.0, 0, 58878, 436273152, 0, 0, 0,2013-09-26 16:05:24.985
echoreply, 41.209.73.112, 85.25.0.0, 0, 40637, 1631715328, 0, 0, 0,2013-09-26 16:05:25.001
timxceed, 41.67.59.6, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 16:05:25.005
echoreply, 41.209.69.21, 85.25.0.0, 0, 48659, 1105985536, 0, 0, 0,2013-09-26 16:05:25.006
unreach, 196.202.139.6, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.014
unreach, 196.202.139.86, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.021
echoreply, 196.29.161.9, 85.25.0.0, 0, 42146, 1532821504, 0, 0, 0,2013-09-26 16:05:25.025
echoreply, 196.202.152.102, 85.25.0.0, 0, 24044, 2719154176, 0, 0, 0,2013-09-26 16:05:25.026
echoreply, 41.209.113.108, 85.25.0.0, 0, 27813, 2472148992, 0, 0, 0,2013-09-26 16:05:25.033
echoreply, 196.202.155.89, 85.25.0.0, 0, 18695, 3069706240, 0, 0, 0,2013-09-26 16:05:25.039
echoreply, 196.1.218.242, 85.25.0.0, 0, 27851, 2469658624, 0, 0, 0,2013-09-26 16:05:25.056
timxceed, 41.67.59.5, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 16:05:25.056
unreach, 196.202.139.6, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.063
echoreply, 41.209.119.246, 85.25.0.0, 0, 49259, 1066663936, 0, 0, 0,2013-09-26 16:05:25.079
echoreply, 41.209.81.85, 85.25.0.0, 0, 35585, 1962803200, 0, 0, 0,2013-09-26 16:05:25.088
unreach, 196.202.139.6, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.107
echoreply, 196.1.219.113, 85.25.0.0, 0, 45762, 1295843328, 0, 0, 0,2013-09-26 16:05:25.108
echoreply, 41.202.161.55, 85.25.0.0, 0, 46078, 1275133952, 0, 0, 0,2013-09-26 16:05:25.111
echoreply, 41.67.53.98, 85.25.0.0, 0, 25580, 2618490880, 0, 0, 0,2013-09-26 16:05:25.117
echoreply, 196.1.198.183, 85.25.0.0, 0, 28102, 2453209088, 0, 0, 0,2013-09-26 16:05:25.120
echoreply, 41.209.113.185, 85.25.0.0, 0, 19269, 3032088576, 0, 0, 0,2013-09-26 16:05:25.128
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.130
echoreply, 41.209.120.90, 85.25.0.0, 0, 43648, 1434386432, 0, 0, 0,2013-09-26 16:05:25.134
timxceed, 41.67.17.9, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 16:05:25.147
unreach, 196.32.209.114, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 16:05:25.150
unreach, 196.202.139.6, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.150
unreach, 196.202.139.6, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.155
unreach, 196.202.153.242, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.157
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.157
unreach, 196.202.139.6, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 16:05:25.158
echoreply, 41.209.72.150, 85.25.0.0, 0, 59183, 416284672, 0, 0, 0,2013-09-26 16:05:25.168
timxceed, 196.1.198.182, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 16:05:25.185
