response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
rst, 196.29.163.244, 85.25.0.0, 53, 34315, 1, 3768782055, 0, 0,2013-09-26 01:01:49.371
rst, 197.254.213.47, 85.25.0.0, 53, 50845, 0, 2866387834, 0, 0,2013-09-26 01:01:49.379
rst, 196.29.163.52, 85.25.0.0, 53, 50569, 1, 2552785467, 0, 0,2013-09-26 01:01:49.383
rst, 196.29.177.59, 85.25.0.0, 53, 44019, 0, 4012585495, 0, 0,2013-09-26 01:01:49.458
rst, 196.29.168.195, 85.25.0.0, 53, 49735, 0, 23207252, 0, 0,2013-09-26 01:01:49.482
rst, 196.1.219.65, 85.25.0.0, 53, 46550, 0, 2905846159, 0, 0,2013-09-26 01:01:49.493
rst, 196.29.185.21, 85.25.0.0, 53, 59548, 0, 2754764222, 0, 0,2013-09-26 01:01:49.605
rst, 197.254.252.60, 85.25.0.0, 53, 37886, 0, 2700631997, 0, 0,2013-09-26 01:01:49.605
rst, 197.254.249.48, 85.25.0.0, 53, 37442, 0, 164114930, 0, 0,2013-09-26 01:01:49.647
rst, 197.254.213.180, 85.25.0.0, 53, 55484, 0, 1610221283, 0, 0,2013-09-26 01:01:49.655
rst, 41.202.166.225, 85.25.0.0, 53, 58035, 0, 2480515458, 0, 0,2013-09-26 01:01:49.747
rst, 41.202.166.7, 85.25.0.0, 53, 33289, 0, 3112666017, 0, 0,2013-09-26 01:01:49.751
rst, 196.29.167.117, 85.25.0.0, 53, 33996, 0, 511082144, 0, 0,2013-09-26 01:01:49.790
rst, 196.1.198.42, 85.25.0.0, 53, 48109, 0, 3678335629, 0, 0,2013-09-26 01:01:49.795
rst, 41.202.161.55, 85.25.0.0, 53, 44747, 0, 1421129099, 0, 0,2013-09-26 01:01:49.875
rst, 41.202.160.221, 85.25.0.0, 53, 34683, 0, 2530731444, 0, 0,2013-09-26 01:01:49.987
rst, 196.202.139.118, 85.25.0.0, 53, 57062, 0, 532544507, 0, 0,2013-09-26 01:01:50.001
rst, 196.29.168.214, 85.25.0.0, 53, 60561, 0, 1356300618, 0, 0,2013-09-26 01:01:50.010
rst, 41.67.20.66, 85.25.0.0, 53, 43377, 0, 2162905670, 0, 0,2013-09-26 01:01:50.017
