response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
synack, 196.1.198.250, 85.25.0.0, 23, 36687, 2876753318, 3164451111, 0, 0,2013-09-25 23:30:01.970
rst, 196.29.162.143, 85.25.0.0, 23, 35379, 0, 3697484501, 0, 0,2013-09-25 23:30:02.000
rst, 196.29.168.94, 85.25.0.0, 23, 35024, 0, 3208793080, 0, 0,2013-09-25 23:30:02.004
rst, 41.67.35.16, 85.25.0.0, 23, 46046, 0, 2447431174, 0, 0,2013-09-25 23:30:02.016
rst, 196.29.163.92, 85.25.0.0, 23, 53369, 1, 137711303, 0, 0,2013-09-25 23:30:02.018
synack, 196.29.186.246, 85.25.0.0, 23, 58778, 4014952313, 3133068517, 0, 0,2013-09-25 23:30:02.029
rst, 196.29.176.67, 85.25.0.0, 23, 57025, 0, 4159599088, 0, 0,2013-09-25 23:30:02.037
synack, 41.67.40.1, 85.25.0.0, 23, 35707, 2411719549, 2987717763, 0, 0,2013-09-25 23:30:02.039
rst, 196.29.168.179, 85.25.0.0, 23, 33079, 0, 2596261383, 0, 0,2013-09-25 23:30:02.057
synack, 41.202.168.62, 85.25.0.0, 23, 55217, 3665892695, 2638566969, 0, 0,2013-09-25 23:30:02.125
synack, 41.202.166.174, 85.25.0.0, 23, 60274, 2189414219, 4004430143, 0, 0,2013-09-25 23:30:02.183
rst, 197.254.213.84, 85.25.0.0, 23, 56764, 0, 3111764745, 0, 0,2013-09-25 23:30:02.246
rst, 196.29.185.143, 85.25.0.0, 23, 58409, 0, 3683935199, 0, 0,2013-09-25 23:30:02.321
rst, 196.29.167.181, 85.25.0.0, 23, 58063, 0, 1426998351, 0, 0,2013-09-25 23:30:02.325
rst, 196.29.170.177, 85.25.0.0, 23, 54640, 0, 3821194012, 0, 0,2013-09-25 23:30:02.355
rst, 41.78.109.10, 85.25.0.0, 23, 47657, 0, 3133313712, 0, 0,2013-09-25 23:30:02.369
synack, 41.202.166.26, 85.25.0.0, 23, 36238, 1374388372, 2496242224, 0, 0,2013-09-25 23:30:02.408
rst, 197.254.212.205, 85.25.0.0, 23, 59497, 0, 686173879, 0, 0,2013-09-25 23:30:02.440
rst, 197.254.213.85, 85.25.0.0, 23, 49442, 0, 1036069082, 0, 0,2013-09-25 23:30:02.468
rst, 196.29.163.75, 85.25.0.0, 23, 44996, 1, 1677598090, 0, 0,2013-09-25 23:30:02.481
rst, 41.202.161.7, 85.25.0.0, 23, 53972, 0, 3448818590, 0, 0,2013-09-25 23:30:02.496
rst, 197.254.213.191, 85.25.0.0, 23, 52855, 0, 3566257519, 0, 0,2013-09-25 23:30:02.499
rst, 196.29.163.111, 85.25.0.0, 23, 34698, 1, 1744504216, 0, 0,2013-09-25 23:30:02.522
rst, 196.29.185.65, 85.25.0.0, 23, 43808, 0, 2159490450, 0, 0,2013-09-25 23:30:02.609
rst, 197.254.213.91, 85.25.0.0, 23, 60291, 0, 2754779060, 0, 0,2013-09-25 23:30:02.624
