response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
synack, 41.209.69.183, 85.25.0.0, 23, 60818, 3456335872, 2361322917, 0, 0,2013-09-26 16:00:02.514
rst, 212.0.159.208, 85.25.0.0, 23, 35491, 0, 273922440, 0, 0,2013-09-26 16:00:02.526
rst, 196.29.176.144, 85.25.0.0, 23, 40677, 0, 1623244749, 0, 0,2013-09-26 16:00:02.528
synack, 41.209.119.109, 85.25.0.0, 23, 56191, 3160047616, 2406795956, 0, 0,2013-09-26 16:00:02.614
synack, 41.209.70.27, 85.25.0.0, 23, 38294, 1380032512, 3977282403, 0, 0,2013-09-26 16:00:02.625
synack, 41.209.68.99, 85.25.0.0, 23, 55894, 237010944, 3185343481, 0, 0,2013-09-26 16:00:02.657
synack, 196.29.168.77, 85.25.0.0, 23, 58214, 681220051, 2660963724, 0, 0,2013-09-26 16:00:02.673
synack, 41.209.72.246, 85.25.0.0, 23, 43256, 2417319936, 891654089, 0, 0,2013-09-26 16:00:02.701
rst, 197.254.212.183, 85.25.0.0, 23, 40617, 0, 2156012778, 0, 0,2013-09-26 16:00:02.704
synack, 41.209.69.62, 85.25.0.0, 23, 45894, 359817216, 789084401, 0, 0,2013-09-26 16:00:02.719
rst, 197.254.253.68, 85.25.0.0, 23, 48065, 0, 2644345969, 0, 0,2013-09-26 16:00:02.721
synack, 41.209.112.237, 85.25.0.0, 23, 33463, 3527262208, 3408023553, 0, 0,2013-09-26 16:00:02.775
rst, 196.1.211.243, 85.25.0.0, 23, 35694, 0, 236359842, 0, 0,2013-09-26 16:00:02.775
synack, 197.251.14.1, 85.25.0.0, 23, 44940, 67669704, 94439802, 0, 0,2013-09-26 16:00:02.776
synack, 41.209.119.13, 85.25.0.0, 23, 39814, 688988160, 2401850072, 0, 0,2013-09-26 16:00:02.776
synack, 41.209.69.98, 85.25.0.0, 23, 45668, 378904576, 2739456701, 0, 0,2013-09-26 16:00:02.785
synack, 212.0.141.170, 85.25.0.0, 23, 34679, 3661730637, 1939088119, 0, 0,2013-09-26 16:00:02.790
synack, 41.209.70.107, 85.25.0.0, 23, 42944, 2406301696, 4274737938, 0, 0,2013-09-26 16:00:02.805
rst, 197.254.212.248, 85.25.0.0, 23, 42026, 0, 615700425, 0, 0,2013-09-26 16:00:02.807
rst, 196.1.219.152, 85.25.0.0, 23, 36632, 0, 130222101, 0, 0,2013-09-26 16:00:02.818
rst, 41.223.203.161, 85.25.0.0, 23, 50886, 0, 1996808229, 0, 0,2013-09-26 16:00:02.877
rst, 196.1.228.16, 85.25.0.0, 23, 45551, 0, 2174616645, 0, 0,2013-09-26 16:00:02.883
synack, 196.1.210.209, 85.25.0.0, 23, 60045, 2243328231, 1184669024, 0, 0,2013-09-26 16:00:02.934
synack, 196.1.237.27, 85.25.0.0, 23, 44431, 992356797, 3910491168, 0, 0,2013-09-26 16:00:02.948
synack, 212.0.146.127, 85.25.0.0, 23, 60996, 1538458519, 1008409935, 0, 0,2013-09-26 16:00:02.956
rst, 196.29.185.169, 85.25.0.0, 23, 53700, 0, 4100469141, 0, 0,2013-09-26 16:00:02.959
rst, 196.1.219.67, 85.25.0.0, 23, 49850, 0, 476046199, 0, 0,2013-09-26 16:00:02.960
synack, 196.202.132.86, 85.25.0.0, 23, 33433, 1314817394, 792559830, 0, 0,2013-09-26 16:00:02.969
rst, 41.223.203.33, 85.25.0.0, 23, 52747, 0, 2769398097, 0, 0,2013-09-26 16:00:02.978
synack, 41.209.68.14, 85.25.0.0, 23, 47955, 1325989888, 3669030947, 0, 0,2013-09-26 16:00:02.996
synack, 212.0.159.129, 85.25.0.0, 23, 48257, 8541828, 176071777, 0, 0,2013-09-26 16:00:03.018
rst, 196.29.175.13, 85.25.0.0, 23, 59265, 0, 3839525216, 0, 0,2013-09-26 16:00:03.047
rst, 196.29.161.251, 85.25.0.0, 23, 40824, 0, 1948775392, 0, 0,2013-09-26 16:00:03.064
rst, 196.202.154.4, 85.25.0.0, 23, 50781, 0, 1284497854, 0, 0,2013-09-26 16:00:03.103
synack, 196.202.134.230, 85.25.0.0, 23, 34492, 2757968196, 137992536, 0, 0,2013-09-26 16:00:03.171
synack, 41.209.114.147, 85.25.0.0, 23, 38831, 1837129728, 4181408936, 0, 0,2013-09-26 16:00:03.187
synack, 41.209.70.83, 85.25.0.0, 23, 43261, 917905408, 185288298, 0, 0,2013-09-26 16:00:03.189
rst, 197.254.244.174, 85.25.0.0, 23, 47592, 0, 1602088879, 0, 0,2013-09-26 16:00:03.191
synack, 212.0.145.122, 85.25.0.0, 23, 39552, 3035520283, 2781530893, 0, 0,2013-09-26 16:00:03.192
synack, 196.1.209.217, 85.25.0.0, 23, 57889, 758744117, 1778921899, 0, 0,2013-09-26 16:00:03.208
synack, 41.209.113.16, 85.25.0.0, 23, 47864, 1276837888, 4074613287, 0, 0,2013-09-26 16:00:03.210
synack, 41.209.120.106, 85.25.0.0, 23, 56408, 1209933824, 2798528428, 0, 0,2013-09-26 16:00:03.218
synack, 41.209.70.219, 85.25.0.0, 23, 40318, 3830849536, 2539276759, 0, 0,2013-09-26 16:00:03.234
synack, 196.1.196.113, 85.25.0.0, 23, 49247, 3785076522, 1058654657, 0, 0,2013-09-26 16:00:03.293
synack, 41.209.122.211, 85.25.0.0, 23, 52814, 3652845568, 39502291, 0, 0,2013-09-26 16:00:03.302
rst, 196.29.163.228, 85.25.0.0, 23, 56226, 1, 3107435964, 0, 0,2013-09-26 16:00:03.309
synack, 41.209.119.85, 85.25.0.0, 23, 35378, 2739322880, 422040613, 0, 0,2013-09-26 16:00:03.333
synack, 196.202.134.194, 85.25.0.0, 23, 60084, 4144872905, 3741716880, 0, 0,2013-09-26 16:00:03.335
synack, 41.209.119.244, 85.25.0.0, 23, 38129, 146161664, 1272943168, 0, 0,2013-09-26 16:00:03.352
rst, 197.254.243.5, 85.25.0.0, 23, 38743, 0, 3570492931, 0, 0,2013-09-26 16:00:03.361
synack, 41.209.121.54, 85.25.0.0, 23, 37653, 1978785792, 3328704300, 0, 0,2013-09-26 16:00:03.372
rst, 41.223.202.182, 85.25.0.0, 23, 60740, 0, 1318711373, 0, 0,2013-09-26 16:00:03.374
synack, 41.209.112.126, 85.25.0.0, 23, 56471, 87580672, 2296432620, 0, 0,2013-09-26 16:00:03.375
synack, 41.209.122.162, 85.25.0.0, 23, 49198, 2358173696, 1293388149, 0, 0,2013-09-26 16:00:03.390
synack, 41.209.124.1, 85.25.0.0, 23, 60462, 72853604, 1716622631, 0, 0,2013-09-26 16:00:03.401
synack, 41.209.73.141, 85.25.0.0, 23, 33601, 1172643840, 3321785652, 0, 0,2013-09-26 16:00:03.411
synack, 41.209.69.8, 85.25.0.0, 23, 34939, 1348845568, 2340741740, 0, 0,2013-09-26 16:00:03.415
rst, 196.1.209.216, 85.25.0.0, 23, 55313, 0, 2719517285, 0, 0,2013-09-26 16:00:03.436
synack, 41.209.80.47, 85.25.0.0, 23, 48709, 1060945920, 3633513934, 0, 0,2013-09-26 16:00:03.443
synack, 41.209.69.169, 85.25.0.0, 23, 44856, 380256256, 367578409, 0, 0,2013-09-26 16:00:03.451
rst, 196.29.167.101, 85.25.0.0, 23, 33692, 0, 709273667, 0, 0,2013-09-26 16:00:03.465
synack, 41.209.70.238, 85.25.0.0, 23, 59944, 781328384, 1402920640, 0, 0,2013-09-26 16:00:03.471
rst, 196.29.175.2, 85.25.0.0, 23, 52067, 0, 2003009405, 0, 0,2013-09-26 16:00:03.488
synack, 196.29.178.20, 85.25.0.0, 23, 45630, 635106324, 1763466518, 0, 0,2013-09-26 16:00:03.496
rst, 41.78.110.173, 85.25.0.0, 23, 45210, 0, 627354607, 0, 0,2013-09-26 16:00:03.500
synack, 196.1.210.157, 85.25.0.0, 23, 33819, 1634971902, 1418353119, 0, 0,2013-09-26 16:00:03.510
rst, 196.202.155.131, 85.25.0.0, 23, 34553, 0, 2765184182, 0, 0,2013-09-26 16:00:03.522
rst, 196.29.161.248, 85.25.0.0, 23, 52907, 0, 1722198411, 0, 0,2013-09-26 16:00:03.546
synack, 196.202.155.225, 85.25.0.0, 23, 45759, 2891804019, 944148634, 0, 0,2013-09-26 16:00:03.558
synack, 41.209.80.183, 85.25.0.0, 23, 51332, 1894424576, 3723552187, 0, 0,2013-09-26 16:00:03.559
rst, 196.29.186.94, 85.25.0.0, 23, 47275, 0, 3593444841, 0, 0,2013-09-26 16:00:03.586
rst, 197.254.249.222, 85.25.0.0, 23, 36981, 0, 899750228, 0, 0,2013-09-26 16:00:03.602
synack, 41.209.112.162, 85.25.0.0, 23, 32908, 1712291840, 1706655429, 0, 0,2013-09-26 16:00:03.618
synack, 41.209.114.253, 85.25.0.0, 23, 49994, 1805934592, 1407365753, 0, 0,2013-09-26 16:00:03.625
rst, 196.1.228.199, 85.25.0.0, 23, 54080, 0, 1464609511, 0, 0,2013-09-26 16:00:03.656
synack, 41.209.121.207, 85.25.0.0, 23, 43244, 309272576, 1312504595, 0, 0,2013-09-26 16:00:03.661
synack, 41.209.74.80, 85.25.0.0, 23, 39954, 2146574336, 2995827946, 0, 0,2013-09-26 16:00:03.667
rst, 197.254.213.82, 85.25.0.0, 23, 39059, 0, 1664438948, 0, 0,2013-09-26 16:00:03.676
synack, 41.209.74.244, 85.25.0.0, 23, 36384, 1626537984, 3223200259, 0, 0,2013-09-26 16:00:03.725
synack, 41.202.166.43, 85.25.0.0, 23, 38169, 57876369, 2519994456, 0, 0,2013-09-26 16:00:03.736
rst, 41.202.161.123, 85.25.0.0, 23, 50982, 0, 298118385, 0, 0,2013-09-26 16:00:03.737
synack, 41.209.68.127, 85.25.0.0, 23, 53841, 2829590528, 1462540226, 0, 0,2013-09-26 16:00:03.771
synack, 41.209.119.100, 85.25.0.0, 23, 34516, 3879215104, 3483443042, 0, 0,2013-09-26 16:00:03.780
synack, 41.202.166.176, 85.25.0.0, 23, 37225, 1097185868, 1914176600, 0, 0,2013-09-26 16:00:03.794
synack, 41.209.119.92, 85.25.0.0, 23, 39925, 3472900096, 2420595789, 0, 0,2013-09-26 16:00:03.803
synack, 41.223.163.134, 85.25.0.0, 23, 48068, 3284335506, 258794757, 0, 0,2013-09-26 16:00:03.804
synack, 41.209.68.148, 85.25.0.0, 23, 51889, 3682312192, 909863335, 0, 0,2013-09-26 16:00:03.814
rst, 212.0.131.132, 85.25.0.0, 23, 35544, 0, 1092600160, 0, 0,2013-09-26 16:00:03.819
synack, 41.209.113.98, 85.25.0.0, 23, 44897, 3490070528, 1429956248, 0, 0,2013-09-26 16:00:03.829
rst, 41.67.39.46, 85.25.0.0, 23, 55816, 0, 2870083960, 0, 0,2013-09-26 16:00:03.854
synack, 41.209.118.77, 85.25.0.0, 23, 55201, 1169498112, 606533742, 0, 0,2013-09-26 16:00:03.876
synack, 41.209.112.252, 85.25.0.0, 23, 34829, 154787840, 84807036, 0, 0,2013-09-26 16:00:03.877
rst, 197.254.212.73, 85.25.0.0, 23, 52435, 0, 3019392441, 0, 0,2013-09-26 16:00:03.904
synack, 196.1.218.81, 85.25.0.0, 23, 38678, 3597238277, 481804420, 0, 0,2013-09-26 16:00:03.909
synack, 41.209.114.37, 85.25.0.0, 23, 42892, 1006854144, 96428422, 0, 0,2013-09-26 16:00:03.910
rst, 41.67.44.13, 85.25.0.0, 23, 33419, 0, 608596858, 0, 0,2013-09-26 16:00:03.923
synack, 41.209.119.62, 85.25.0.0, 23, 38771, 238026752, 3837117238, 0, 0,2013-09-26 16:00:03.924
