response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
rst, 196.29.176.90, 85.25.0.0, 23, 36631, 0, 2460968046, 0, 0,2013-09-26 05:45:02.255
rst, 196.29.175.201, 85.25.0.0, 23, 37820, 0, 1958467763, 0, 0,2013-09-26 05:45:02.307
rst, 197.254.212.177, 85.25.0.0, 23, 36453, 0, 165755237, 0, 0,2013-09-26 05:45:02.322
rst, 41.67.35.11, 85.25.0.0, 23, 47890, 0, 1485535762, 0, 0,2013-09-26 05:45:02.343
rst, 196.29.163.23, 85.25.0.0, 23, 46961, 1, 2133995344, 0, 0,2013-09-26 05:45:02.357
rst, 197.254.212.159, 85.25.0.0, 23, 41272, 0, 354319751, 0, 0,2013-09-26 05:45:02.359
rst, 197.254.212.163, 85.25.0.0, 23, 54603, 0, 2153199553, 0, 0,2013-09-26 05:45:02.374
synack, 41.67.37.1, 85.25.0.0, 23, 42055, 1268111993, 3931104115, 0, 0,2013-09-26 05:45:02.408
rst, 196.29.177.47, 85.25.0.0, 23, 53800, 0, 3730189502, 0, 0,2013-09-26 05:45:02.420
rst, 196.29.168.93, 85.25.0.0, 23, 37152, 0, 3699866688, 0, 0,2013-09-26 05:45:02.443
rst, 196.29.167.147, 85.25.0.0, 23, 34675, 0, 2422192533, 0, 0,2013-09-26 05:45:02.591
synack, 197.254.243.26, 85.25.0.0, 23, 56501, 403966776, 3424993262, 0, 0,2013-09-26 05:45:02.592
synack, 41.202.166.69, 85.25.0.0, 23, 58910, 147614532, 191203430, 0, 0,2013-09-26 05:45:02.632
rst, 197.254.213.220, 85.25.0.0, 23, 48411, 0, 2667672691, 0, 0,2013-09-26 05:45:02.655
rst, 196.29.163.105, 85.25.0.0, 23, 50503, 1, 4292559093, 0, 0,2013-09-26 05:45:02.659
synack, 196.29.168.14, 85.25.0.0, 23, 59085, 3900775798, 820344148, 0, 0,2013-09-26 05:45:02.677
rst, 197.254.212.142, 85.25.0.0, 23, 35273, 0, 3482587729, 0, 0,2013-09-26 05:45:02.689
rst, 196.29.168.171, 85.25.0.0, 23, 38683, 0, 2710370461, 0, 0,2013-09-26 05:45:02.696
rst, 197.254.213.177, 85.25.0.0, 23, 56106, 0, 2470366832, 0, 0,2013-09-26 05:45:02.703
rst, 41.202.160.61, 85.25.0.0, 23, 38096, 0, 1484028024, 0, 0,2013-09-26 05:45:02.707
rst, 197.254.213.255, 85.25.0.0, 23, 44102, 0, 799434246, 0, 0,2013-09-26 05:45:02.804
rst, 197.254.254.89, 85.25.0.0, 23, 54570, 0, 1845236385, 0, 0,2013-09-26 05:45:02.833
synack, 41.202.166.154, 85.25.0.0, 23, 38323, 2990332514, 1860613180, 0, 0,2013-09-26 05:45:02.834
rst, 197.254.212.98, 85.25.0.0, 23, 58346, 0, 2124782965, 0, 0,2013-09-26 05:45:02.870
synack, 196.29.191.131, 85.25.0.0, 23, 56672, 312482541, 1228188545, 0, 0,2013-09-26 05:45:02.879
rst, 197.254.253.235, 85.25.0.0, 23, 54638, 0, 880226600, 0, 0,2013-09-26 05:45:02.891
rst, 196.29.176.151, 85.25.0.0, 23, 33421, 0, 362860971, 0, 0,2013-09-26 05:45:02.915
synack, 41.202.166.179, 85.25.0.0, 23, 38702, 150048029, 3465239624, 0, 0,2013-09-26 05:45:02.931
rst, 197.254.213.185, 85.25.0.0, 23, 50178, 0, 2596134867, 0, 0,2013-09-26 05:45:02.934
synack, 41.202.168.35, 85.25.0.0, 23, 48085, 1993716332, 1814852011, 0, 0,2013-09-26 05:45:02.994
rst, 196.29.191.131, 85.25.0.0, 23, 56672, 312482542, 1228188545, 0, 1,2013-09-26 05:45:02.996
rst, 41.78.111.9, 85.25.0.0, 23, 44913, 0, 3775992548, 0, 0,2013-09-26 05:45:03.086
rst, 197.254.251.112, 85.25.0.0, 23, 59261, 0, 4124868631, 0, 0,2013-09-26 05:45:03.132
rst, 41.202.163.120, 85.25.0.0, 23, 41202, 0, 1718688788, 0, 0,2013-09-26 05:45:03.154
rst, 196.29.167.117, 85.25.0.0, 23, 47709, 0, 2497695200, 0, 0,2013-09-26 05:45:03.190
rst, 196.29.163.11, 85.25.0.0, 23, 35468, 1, 3727427785, 0, 0,2013-09-26 05:45:03.225
rst, 197.254.212.102, 85.25.0.0, 23, 37121, 0, 2329523966, 0, 0,2013-09-26 05:45:03.238
rst, 197.254.255.166, 85.25.0.0, 23, 33363, 0, 4126313100, 0, 0,2013-09-26 05:45:03.239
rst, 196.29.163.118, 85.25.0.0, 23, 40963, 1, 4078231449, 0, 0,2013-09-26 05:45:03.302
rst, 196.1.219.104, 85.25.0.0, 23, 32941, 0, 3731266420, 0, 0,2013-09-26 05:45:03.367
rst, 196.29.167.175, 85.25.0.0, 23, 59103, 0, 1808363559, 0, 0,2013-09-26 05:45:03.399
rst, 197.254.213.234, 85.25.0.0, 23, 59916, 0, 2929728428, 0, 0,2013-09-26 05:45:03.428
rst, 197.254.212.185, 85.25.0.0, 23, 44716, 0, 1507149339, 0, 0,2013-09-26 05:45:03.432
rst, 196.29.160.192, 85.25.0.0, 23, 51925, 0, 2942672735, 0, 0,2013-09-26 05:45:03.481
rst, 196.1.219.152, 85.25.0.0, 23, 39544, 0, 190486318, 0, 0,2013-09-26 05:45:03.590
synack, 196.29.176.153, 85.25.0.0, 23, 38190, 2739939649, 1251140305, 0, 0,2013-09-26 05:45:03.758
synack, 196.29.190.245, 85.25.0.0, 23, 52995, 1962215301, 254250364, 0, 0,2013-09-26 05:45:03.783
rst, 41.202.160.1, 85.25.0.0, 23, 52695, 0, 2616855470, 0, 0,2013-09-26 05:45:03.856
synack, 41.202.166.182, 85.25.0.0, 23, 36934, 2897333530, 196617169, 0, 0,2013-09-26 05:45:03.903
rst, 196.29.190.245, 85.25.0.0, 23, 52995, 1962215302, 254250364, 0, 1,2013-09-26 05:45:03.903
rst, 196.29.176.55, 85.25.0.0, 23, 54681, 0, 1426631321, 0, 0,2013-09-26 05:45:03.949
rst, 196.29.163.39, 85.25.0.0, 23, 46496, 1, 1873046555, 0, 0,2013-09-26 05:45:03.992
rst, 197.254.212.99, 85.25.0.0, 23, 35217, 0, 749124942, 0, 0,2013-09-26 05:45:04.018
rst, 196.29.167.35, 85.25.0.0, 23, 58534, 0, 589098199, 0, 0,2013-09-26 05:45:04.053
rst, 197.254.212.58, 85.25.0.0, 23, 54469, 0, 4129131008, 0, 0,2013-09-26 05:45:04.125
synack, 196.29.167.102, 85.25.0.0, 23, 41399, 3191775553, 2834918614, 0, 0,2013-09-26 05:45:04.416
synack, 41.202.166.219, 85.25.0.0, 23, 49432, 1306868333, 4076465103, 0, 0,2013-09-26 05:45:04.533
synack, 196.29.172.99, 85.25.0.0, 23, 38436, 4151809832, 513949079, 0, 0,2013-09-26 05:45:04.596
rst, 196.29.168.139, 85.25.0.0, 23, 40833, 0, 136427156, 0, 0,2013-09-26 05:45:04.684
synack, 41.202.166.216, 85.25.0.0, 23, 59079, 2619518382, 1572969873, 0, 0,2013-09-26 05:45:04.755
synack, 41.202.166.105, 85.25.0.0, 23, 47466, 2798711666, 3942452694, 0, 0,2013-09-26 05:45:04.788
synack, 196.29.176.17, 85.25.0.0, 23, 44883, 2012084476, 1200867714, 0, 0,2013-09-26 05:45:04.892
synack, 196.1.198.217, 85.25.0.0, 23, 45173, 1917196833, 511066396, 0, 0,2013-09-26 05:45:04.954
rst, 197.254.212.180, 85.25.0.0, 23, 38019, 0, 2118639386, 0, 0,2013-09-26 05:45:04.958
synack, 197.254.245.176, 85.25.0.0, 23, 34209, 2256971291, 2575422353, 0, 0,2013-09-26 05:45:04.985
rst, 196.29.169.143, 85.25.0.0, 23, 59703, 0, 555534067, 0, 0,2013-09-26 05:45:04.993
rst, 196.29.186.27, 85.25.0.0, 23, 54722, 0, 2214433123, 0, 0,2013-09-26 05:45:04.998
rst, 196.29.185.62, 85.25.0.0, 23, 49549, 0, 3964751779, 0, 0,2013-09-26 05:45:05.060
rst, 197.254.212.227, 85.25.0.0, 23, 41066, 0, 1647936844, 0, 0,2013-09-26 05:45:05.079
rst, 197.254.212.165, 85.25.0.0, 23, 34342, 0, 3739760905, 0, 0,2013-09-26 05:45:05.124
rst, 196.29.168.99, 85.25.0.0, 23, 53482, 0, 1613325793, 0, 0,2013-09-26 05:45:05.205
synack, 197.254.242.11, 85.25.0.0, 23, 48714, 2992025180, 133324573, 0, 0,2013-09-26 05:45:05.225
synack, 196.1.198.250, 85.25.0.0, 23, 42680, 394483221, 2907996740, 0, 0,2013-09-26 05:45:05.242
rst, 197.254.212.28, 85.25.0.0, 23, 47863, 0, 1885975170, 0, 0,2013-09-26 05:45:05.327
rst, 197.254.254.104, 85.25.0.0, 23, 42628, 0, 4069539777, 0, 0,2013-09-26 05:45:05.370
rst, 197.254.213.231, 85.25.0.0, 23, 49522, 0, 1958966009, 0, 0,2013-09-26 05:45:05.378
rst, 196.29.160.252, 85.25.0.0, 23, 48355, 0, 258804103, 0, 0,2013-09-26 05:45:05.477
rst, 196.29.163.66, 85.25.0.0, 23, 33650, 1, 2508474746, 0, 0,2013-09-26 05:45:05.526
rst, 196.29.168.95, 85.25.0.0, 23, 56815, 0, 3469281429, 0, 0,2013-09-26 05:45:05.626
