response, saddr, daddr, sport, dport, seq, ack, in_cooldown, is_repeat, timestamp
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 07:35:24.973
timxceed, 41.67.52.2, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 07:35:24.992
unreach, 196.29.175.18, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 07:35:24.995
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 07:35:25.080
echoreply, 197.254.251.85, 85.25.0.0, 0, 37517, 1836187648, 0, 0, 0,2013-09-26 07:35:25.084
echoreply, 41.67.39.8, 85.25.0.0, 0, 37542, 1834549248, 0, 0, 0,2013-09-26 07:35:25.086
echoreply, 41.202.166.215, 85.25.0.0, 0, 64394, 74776576, 0, 0, 0,2013-09-26 07:35:25.106
unreach, 196.32.209.114, 85.25.0.0, 769, 64766, 0, 1157627944, 0, 0,2013-09-26 07:35:25.111
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 07:35:25.124
echoreply, 41.202.166.65, 85.25.0.0, 0, 12274, 3490512896, 0, 0, 0,2013-09-26 07:35:25.124
timxceed, 41.67.52.1, 85.25.0.0, 2816, 62719, 0, 1157627944, 0, 0,2013-09-26 07:35:25.126
unreach, 83.217.238.18, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 07:35:25.161
echoreply, 41.67.53.7, 85.25.0.0, 0, 40731, 1625554944, 0, 0, 0,2013-09-26 07:35:25.177
echoreply, 196.29.179.169, 85.25.0.0, 0, 45081, 1340473344, 0, 0, 0,2013-09-26 07:35:25.232
unreach, 196.202.153.242, 85.25.0.0, 768, 64767, 0, 1157627944, 0, 0,2013-09-26 07:35:25.245
echoreply, 196.29.176.2, 85.25.0.0, 0, 21362, 2894921728, 0, 0, 0,2013-09-26 07:35:25.252
echoreply, 196.29.168.226, 85.25.0.0, 0, 28135, 2451046400, 0, 0, 0,2013-09-26 07:35:25.253
echoreply, 197.254.251.110, 85.25.0.0, 0, 33950, 2069954560, 0, 0, 0,2013-09-26 07:35:25.262
echoreply, 197.254.229.69, 85.25.0.0, 0, 21996, 2853371904, 0, 0, 0,2013-09-26 07:35:25.268
